StreetA,OddA1,OddA2,EvA1,EvA2,WardA,SubwardA,StreetB,OddbB,OddB2,EvB1,EvB2,WardB,SubwardB
SAYWELL AVE,1,25.0,2,24.0,7.0,25.0,SCOLLARD ST,3.0,59.0,6,58.0,11.0,23.0
SCADDING AVE,1,35.0,,,10.0,91.0,SCOLLARD ST,67.0,125.0,,,11.0,52.0
SCADDING AVE,65,65.0,,,10.0,90.0,SCOLLARD ST,,,68,126.0,11.0,20.0
SCADDING AVE,107,137.0,,,10.0,92.0,SCOTCH ELMWAY,1.0,7.0,2,8.0,15.0,10.0
SCARBELL DR,3,61.0,4,62.0,25.0,41.0,SCOTCHDALE AVE,3.0,17.0,4,16.0,21.0,62.0
SCARBORO AVE,,,2,134.0,25.0,41.0,SCOTIA AVE,1.0,51.0,2,46.0,20.0,48.0
SCARBORO AVE,3,135.0,,,25.0,39.0,SCOTLAND RD,3.0,39.0,8,26.0,22.0,42.0
SCARBORO BEACH BLVD,15,105.0,16,106.0,19.0,58.0,SCOTNEY GRV,,,2,60.0,25.0,16.0
SCARBORO CRES,19,279.0,4,276.0,20.0,34.0,SCOTSWOOD RD,1.0,33.0,2,28.0,21.0,26.0
SCARBOROUGH GOLF,,,2,80.0,24.0,54.0,SCOTT RD,1.0,263.0,16X,232.0,5.0,41.0
CLUB RD,,,,,,,SCOTT RD,265.0,301.0,252,306.0,5.0,40.0
SCARBOROUGH GOLF,5,33.0,,,24.0,53.0,SCOTT ST,1.0,5.0,,,13.0,94.0
CLUB RD,,,,,,,SCOTT ST,,,6,84.0,13.0,90.0
SCARBOROUGH GOLF,207,275.0,200,290.0,24.0,47.0,SCOTT ST,,,88,88.0,13.0,93.0
CLUB RD,,,,,,,SCOTTFIELD DR,23.0,81.0,50,50.0,23.0,31.0
SCARBOROUGH GOLF,321,567.0,,,24.0,35.0,SCOTTFIELD DR,,,60,60.0,23.0,32.0
CLUB RD,,,,,,,SCOTTFIELD DR,,,80,80.0,23.0,31.0
SCARBOROUGH GOLF,,,450,550.0,24.0,31.0,SCOTTFIELD DR,,,90,90.0,23.0,34.0
CLUB RD,,,,,,,SCOTTFIELD DR,,,100,100.0,23.0,33.0
SCARBOROUGH GOLF,,,706,798.0,24.0,32.0,SCOVILLE SQ,7.0,121.0,2,126.0,23.0,1.0
CLUB RD,,,,,,,SCRANTON RD,,,2,18.0,24.0,20.0
SCARBOROUGH GOLF,727,807.0,,,24.0,33.0,SCRANTON RD,3.0,23.0,,,24.0,32.0
CLUB RD,,,,,,,SCRIVENER SQ,5.0,25.0,10,30.0,11.0,24.0
SCARBOROUGH GOLF,,,806,944.0,24.0,20.0,SCULLION CRT,1.0,11.0,2,10.0,1.0,2.0
CLUB RD,,,,,,,SCUNTHORPE RD,51.0,71.0,40,94.0,23.0,45.0
SCARBOROUGH GOLF,815,951.0,,,24.0,19.0,SEA HAWKWAY,1.0,27.0,,,6.0,5.0
CLUB RD,,,,,,,SEA ROBINWAY,1.0,15.0,2,16.0,6.0,13.0
SCARBOROUGH GOLF,,,1000,1000.0,24.0,8.0,SEABROOK AVE,9.0,41.0,22,40.0,5.0,11.0
CLUB RD,,,,,,,SEABURN PL,3.0,17.0,,,22.0,42.0
SCARBOROUGH,3,91.0,2,94.0,20.0,28.0,SEABURY GT,1.0,3.0,2,4.0,22.0,48.0
HEIGHTS BLVD,,,,,,,SEACLIFF BLVD,11.0,11.0,2,80.0,7.0,3.0
SCARBOROUGH RD,3,139.0,4A,122.0,19.0,63.0,SEACLIFF BLVD,27.0,33.0,,,7.0,5.0
SCARBOROUGH RD,169,351.0,130,232.0,19.0,41.0,SEACLIFF BLVD,43.0,85.0,,,7.0,3.0
SCARBOROUGH RD,353,505.0,242,508.0,19.0,40.0,SEAFORTH AVE,,,6,92.0,4.0,58.0
SCARCLIFF GDNS,3,35.0,6,38.0,24.0,41.0,SEAFORTH AVE,9.0,95.0,,,4.0,59.0
SCARDEN AVE,3,109.0,10,108.0,22.0,50.0,SEAGRAVE CRES,3.0,113.0,4,110.0,22.0,11.0
SCARFAIR PTWY,9,75.0,2,66.0,25.0,14.0,SEALCOVE DR,1.0,43.0,,,2.0,72.0
SCARLETT RD,17,175.0,2,100.0,5.0,58.0,SEALCOVE DR,,,2,2.0,2.0,73.0
SCARLETT RD,239,299.0,,,5.0,56.0,SEALCOVE DR,,,4,34.0,2.0,72.0
SCARLETT RD,,,240,240.0,5.0,54.0,SEALSTONE TER,1.0,85.0,2,84.0,24.0,10.0
SCARLETT RD,,,250,250.0,5.0,55.0,SEAMIST CRES,1.0,105.0,2,106.0,23.0,14.0
SCARLETT RD,,,260,260.0,5.0,53.0,SEARLE AVE,69.0,111.0,68,110.0,6.0,26.0
SCARLETT RD,,,270,270.0,5.0,52.0,SEARLE AVE,117.0,191.0,116,192.0,6.0,21.0
SCARLETT RD,321,345.0,280,332.0,2.0,34.0,SEARLE AVE,193.0,295.0,202,300.0,6.0,22.0
SCARLETT RD,425,425.0,486X,500.0,2.0,15.0,SEARS ST,101.0,143.0,126,156.0,14.0,43.0
SCARLETT RD,565,715.0,530,724.0,2.0,10.0,SEASONS DR,3.0,111.0,8,112.0,23.0,16.0
SCARLETT RD,741X,1025.0,726A,970.0,2.0,8.0,SEASONS DR,157.0,173.0,156,176.0,23.0,17.0
SCARLETTWOOD CRT,1,83.0,2,82.0,2.0,10.0,SEATON ST,,,2,2.0,13.0,70.0
SCARSDALE RD,1,115.0,20,100.0,16.0,23.0,SEATON ST,61.0,267.0,,,13.0,62.0
SCARTH RD,1,33.0,6,16.0,11.0,30.0,SEATON ST,,,92,272.0,13.0,58.0
SCENIC HILL CRT,1,15.0,2,8.0,25.0,43.0,SEATON ST,287.0,343.0,296,334.0,13.0,61.0
SCENIC MILLWAY,9,137.0,2,138.0,15.0,6.0,SEBASTIAN CABOTWAY,3.0,57.0,2,58.0,7.0,49.0
SCHELL AVE,3,201.0,18,216.0,8.0,48.0,SECOND ST,1.0,15.0,2,16.0,10.0,95.0
SCHMIRLER TER,5,29.0,6,28.0,24.0,12.0,SECOND ST,19.0,71.0,2,80.0,3.0,67.0
SCHOLARS WALK,,,92,104.0,7.0,13.0,SECORD AVE,,,2,2.0,19.0,29.0
SCHOLFIELD AVE,1,9.0,2,42.0,11.0,29.0,SECORD AVE,,,20,50.0,19.0,28.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
SECORD AVE,27.0,39.0,,,19.0,37.0,SEVENOAKS AVE,1.0,41,2,40,3.0,28.0
SECORD AVE,41.0,63.0,54.0,82,19.0,36.0,SEVENTEENTH ST,1.0,125,2,116,3.0,74.0
SECRETARIAT DR,1.0,43.0,2.0,52,1.0,32.0,SEVENTH ST,1.0,139,8,136,3.0,70.0
SECROFT CRES,1.0,73.0,2.0,74,7.0,14.0,SEVERN RD,175.0,175,,,7.0,13.0
SEDAN AVE,1.0,5.0,,,5.0,45.0,SEVERN ST,25.0,25,30,30,11.0,23.0
SEDGEBROOK CRES,3.0,89.0,2.0,54,2.0,44.0,SEVILLE AVE,3.0,5,4,10,2.0,79.0
SEDGELEY DR,11.0,43.0,,,2.0,25.0,SEWELL'S RD,15.0,35,10,40,25.0,7.0
SEDGELEY DR,,,14.0,16X,2.0,2.0,SEWELL'S RD,401.0,409X,400,600,25.0,11.0
SEDGELEY DR,,,20.0,24,2.0,25.0,SEWELL'S RD,501.0,595,,,25.0,12.0
SEDGEMOUNT DR,15.0,189.0,4.0,192,24.0,22.0,SEWELL'S RD,1201.0,1203,830,1216,25.0,10.0
SEDGEWICK CRES,1.0,33.0,6.0,36,21.0,50.0,SEXTON CRES,1.0,171,2,176,17.0,11.0
SEELEY DR,23.0,27.0,18.0,24,6.0,53.0,SEYMOUR AVE,1.0,87,2,80,14.0,38.0
SEGO ROYALWAY,1.0,51.0,8.0,54,17.0,11.0,SHADBERRY DR,1.0,83,2,82,17.0,10.0
SEGUIN CRT,3.0,21.0,4.0,20,1.0,12.0,SHADDOCK CRES,3.0,35,2,34,21.0,60.0
SELBY ST,1.0,25.0,28.0,28,13.0,20.0,SHADEMASTER CRT,3.0,73,,,23.0,40.0
SELECT AVE,1.0,145.0,2.0,126,23.0,15.0,SHADETREE CRES,1.0,11,4,26,2.0,78.0
SELECT AVE,215.0,225.0,,,23.0,16.0,SHADOWBROOK DR,1.0,33,2,32,2.0,43.0
SELKIRK ST,1.0,5.0,2.0,6,14.0,20.0,SHADOWOOD CRT,1.0,43,16,36,25.0,17.0
SELLERS AVE,1.0,163.0,12.0,162,9.0,9.0,SHADWELL PL,1.0,15,2,18,16.0,23.0
SELLERS AVE,165.0,175.0,,,9.0,2.0,SHADWICK DR,3.0,35,4,30,2.0,3.0
SELLMAR RD,1.0,61.0,4.0,54,2.0,19.0,SHADY GLEN RD,1.0,19,2,18,1.0,27.0
SELWOOD AVE,13.0,25.0,2.0,12,19.0,58.0,SHADY GOLFWAY,5.0,5,,,16.0,62.0
SELWYN AVE,1.0,1.0,,,19.0,4.0,SHADY HOLLOW DR,1.0,141,40,146,23.0,15.0
SEMINOFF ST,1.0,71.0,28.0,78,20.0,43.0,SHADY OAKS CRES,1.0,11,2,10,15.0,15.0
SEMINOLE AVE,3.0,93.0,4.0,72,21.0,46.0,SHAFT RD,19.0,57,36X,64,1.0,37.0
SEMINOLE AVE,107.0,123.0,78.0,118,21.0,44.0,SHAFTESBURY AVE,21.0,53,12,122,11.0,25.0
SENATOR BLVD,19.0,25.0,2.0,34,24.0,47.0,SHAFTESBURY PL,5.0,17,4,4,11.0,25.0
SENECA AVE,1.0,35.0,,,10.0,95.0,SHAFTESBURY ST,47.0,55,48,52,6.0,22.0
SENECA AVE,1.0,41.0,,,5.0,66.0,SHAFTESBURY ST,141.0,157,116,156,6.0,20.0
SENECA AVE,,,2.0,2,10.0,95.0,SHALE GT,,,2,2,6.0,15.0
SENECA AVE,,,2.0,26,5.0,66.0,SHALLICE CRT,3.0,31,4,32,25.0,26.0
SENECA HILL DR,3.0,101.0,2.0,80,17.0,22.0,SHALLMAR BLVD,11.0,21,4,22,8.0,60.0
SENECA HILL DR,125.0,125.0,,,17.0,39.0,SHALLMAR BLVD,31.0,79,24,78,8.0,57.0
SENECA HILL DR,,,260.0,350,17.0,23.0,SHALLOWFORD CRT,3.0,45,4,46,23.0,1.0
SENECA HILL DR,615.0,691.0,620.0,700,17.0,27.0,SHALOM CRES,3.0,67,4,36,1.0,23.0
SENECA ST,27.0,27.0,,,15.0,7.0,SHAMOKIN DR,3.0,41,4,48,16.0,1.0
SENLAC RD,,,10.0,10,18.0,86.0,SHAMROCK AVE,1.0,13,2,8,3.0,75.0
SENLAC RD,,,12.0,58,18.0,87.0,SHAND AVE,5.0,19,4,20,3.0,1.0
SENLAC RD,,,100.0,264,18.0,29.0,SHANDARA CRES,3.0,35,2,54,21.0,54.0
SENLAC RD,101.0,101.0,,,18.0,56.0,SHANDON DR,3.0,81,4,84,21.0,1.0
SENLAC RD,195.0,237.0,,,18.0,29.0,SHANEEN BLVD,1.0,29,2,26,21.0,56.0
SENLAC RD,295.0,347.0,,,18.0,28.0,SHANGARRY DR,1.0,37,2,42,21.0,56.0
SENLAC RD,,,310.0,348,18.0,27.0,SHANGARRY DR,39.0,85,44,92,21.0,55.0
SENTINEL RD,9.0,29.0,6.0,32,6.0,53.0,SHANK ST,1.0,11,2,20A,10.0,12.0
SENTINEL RD,35.0,81.0,34.0,114,6.0,55.0,SHANK ST,39.0,91,32,90,10.0,2.0
SENTINEL RD,111.0,153.0,116.0,152,6.0,52.0,SHANLY ST,1.0,7,2,8,9.0,26.0
SENTINEL RD,,,156.0,202,7.0,32.0,SHANLY ST,41.0,89,44,100,9.0,25.0
SENTINEL RD,157.0,215.0,,,7.0,30.0,SHANLY ST,119.0,165,130,168,9.0,27.0
SENTINEL RD,295.0,391.0,294.0,470,7.0,31.0,SHANNON ST,5.0,73,6,84,9.0,44.0
SENTINEL RD,445.0,453.0,,,7.0,25.0,SHARBOT AVE,15.0,69,12,60,24.0,22.0
SENTINEL RD,455.0,455.0,,,7.0,21.0,SHARPE ST,3.0,113,,,20.0,32.0
SENTINEL RD,611.0,661.0,554.0,658,7.0,25.0,SHARPE ST,,,10,112,20.0,38.0
SEPIA DR,1.0,53.0,2.0,24,17.0,35.0,SHARPECROFT BLVD,11.0,111,10,120,6.0,55.0
SERENITY CRT,7.0,23.0,8.0,20,23.0,5.0,SHARPECROFT BLVD,129.0,179,152,166,6.0,52.0
SERGIO MARCHI ST,5.0,51.0,4.0,26,7.0,56.0,SHARRON DR,29.0,45,2,48,15.0,51.0
SERVINGTON CRES,,,14.0,60,12.0,24.0,SHARROWBAY CRT,1.0,57,2,48,22.0,8.0
SESAME ST,1.0,45.0,6.0,46,22.0,33.0,SHAUGHNESSY BLVD,1.0,11,2,50,17.0,62.0
SETON PARK RD,1.0,53.0,2.0,54,16.0,52.0,SHAUGHNESSY BLVD,15.0,65,52,68,17.0,63.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
SHAUGHNESSY BLVD,85.0,153.0,76,86.0,17.0,44.0,SHEPPARD AVE E,,,1900,1900,17.0,48.0
SHAUGHNESSY BLVD,,,90X,164.0,17.0,43.0,SHEPPARD AVE E,2001.0,2005,2000,2500,17.0,50.0
SHAUGHNESSY BLVD,165.0,229.0,,,17.0,38.0,SHEPPARD AVE E,2015.0,2027,,,17.0,53.0
SHAUGHNESSY BLVD,,,172,228.0,17.0,42.0,SHEPPARD AVE E,2035.0,2035,,,17.0,52.0
SHAUGHNESSY BLVD,233.0,251.0,234,250.0,17.0,40.0,SHEPPARD AVE E,2055.0,2499,,,17.0,50.0
SHAUNAVON HEIGHTS,5.0,65.0,6,62.0,16.0,18.0,SHEPPARD AVE E,2901.0,3251,,,22.0,48.0
CRES,,,,,,,SHEPPARD AVE E,,,2904,2926,22.0,46.0
SHAVER AVE N,5.0,203.0,2,208.0,2.0,65.0,SHEPPARD AVE E,,,2992,3000,22.0,45.0
SHAVER AVE N,209.0,209.0,214,216.0,2.0,61.0,SHEPPARD AVE E,,,3110,3306,22.0,46.0
SHAVER AVE S,3.0,85.0,8,78.0,3.0,23.0,SHEPPARD AVE E,3275.0,3275,,,22.0,49.0
SHAVER CRT,1.0,15.0,2,14.0,2.0,61.0,SHEPPARD AVE E,3301.0,3335,,,22.0,48.0
SHAW ST,1.0,1.0,,,10.0,6.0,SHEPPARD AVE E,,,3400,3450,22.0,52.0
SHAW ST,25.0,257.0,2,132.0,10.0,2.0,SHEPPARD AVE E,3401.0,3609,,,22.0,50.0
SHAW ST,,,180,260.0,10.0,1.0,SHEPPARD AVE E,,,3526,3600,22.0,51.0
SHAW ST,299.0,445.0,,,11.0,62.0,SHEPPARD AVE E,3717.0,3813,,,22.0,60.0
SHAW ST,,,300,300.0,11.0,63.0,SHEPPARD AVE E,,,3750X3750X,,22.0,53.0
SHAW ST,,,316,440.0,11.0,62.0,SHEPPARD AVE E,,,3758  3760,,22.0,58.0
SHAW ST,451.0,603.0,442,608.0,11.0,61.0,SHEPPARD AVE E,,,3760R4030,,22.0,53.0
SHAW ST,625.0,883.0,618,880.0,11.0,2.0,SHEPPARD AVE E,3825.0,3825,,,22.0,57.0
SHAW ST                            885    1101     934    1074     11   001          SHEPPARD AVE E             3841X4053                            22   060,,,,,,,,,,,,,
SHAW ST,1149.0,1239.0,1090,1246.0,12.0,73.0,SHEPPARD AVE E,4061.0,4061,4040,4100,22.0,41.0
SHAWBRIDGE AVE,,,4,6.0,3.0,24.0,SHEPPARD AVE E,4091.0,4101,,,22.0,63.0
SHAWFIELD CRES,5.0,41.0,6,46.0,16.0,13.0,SHEPPARD AVE E,4115.0,4197,4118,4200,22.0,64.0
SHAWFORD CRES,1.0,59.0,2,60.0,24.0,32.0,SHEPPARD AVE E,4211.0,4421,4220,4420,23.0,51.0
SHAWNEE CRCL,81.0,289.0,2,288.0,17.0,32.0,SHEPPARD AVE E,4427.0,4571,,,23.0,50.0
SHEA CRT,,,2,32.0,25.0,34.0,SHEPPARD AVE E,,,4430,4650,23.0,29.0
SHEATH RD,3.0,5.0,2,8.0,2.0,48.0,SHEPPARD AVE E,4645.0,4701,,,23.0,46.0
SHEDIAC RD,1.0,45.0,2,46.0,21.0,47.0,SHEPPARD AVE E,,,4700,5110,23.0,31.0
SHEFFER TER,1.0,27.0,2,22.0,7.0,25.0,SHEPPARD AVE E,4725.0,4725,,,23.0,48.0
SHEFFIELD ST,1.0,79.0,2,70.0,5.0,31.0,SHEPPARD AVE E,4727.0,4727,,,23.0,47.0
SHEFFLEY CRES,1.0,35.0,2,56.0,2.0,3.0,SHEPPARD AVE E,4865.0,4865A,,,23.0,46.0
SHEILA CRT,3.0,15.0,2,14.0,1.0,6.0,SHEPPARD AVE E,4901.0,5125,,,23.0,45.0
SHELBORNE AVE,3.0,103.0,2,104.0,8.0,44.0,SHEPPARD AVE E,5131.0,5625,,,23.0,43.0
SHELBORNE AVE,125.0,175.0,120,172.0,8.0,29.0,SHEPPARD AVE E,,,5556,5818,23.0,41.0
SHELDON AVE,149.0,177.0,152,174.0,3.0,82.0,SHEPPARD AVE E,,,6002X8270,,25.0,16.0
SHELDON AVE,215.0,255.0,226,272.0,3.0,84.0,SHEPPARD AVE E,6705.0,7601,,,25.0,17.0
SHELDONBURY CRES,1.0,39.0,4,42.0,22.0,38.0,SHEPPARD AVE E,8111.0,8885,,,25.0,20.0
SHELDRAKE BLVD,25.0,237.0,40,220.0,15.0,20.0,SHEPPARD AVE E,,,8304X9952,,25.0,18.0
SHELDRAKE BLVD,243.0,345.0,236,338.0,15.0,21.0,SHEPPARD AVE E,9501.0,9501,,,25.0,21.0
SHELLAMWOOD TRL,1.0,87.0,2,78.0,23.0,26.0,SHEPPARD AVE E,10045.0,10179,1012610150,,25.0,25.0
SHENDALE DR,1.0,109.0,2,104.0,1.0,47.0,SHEPPARD AVE E,11043.0,11753,1100011752,,25.0,26.0
SHENLEY RD,3.0,23.0,4,16.0,21.0,50.0,SHEPPARD AVE W,,,2,132,18.0,56.0
SHENSTONE RD,1.0,45.0,2,42.0,6.0,5.0,SHEPPARD AVE W,17.0,157,,,18.0,84.0
SHEPMORE TER,1.0,67.0,2,42.0,23.0,40.0,SHEPPARD AVE W,,,142,370,18.0,87.0
SHEPPARD AVE E,,,2,40.0,18.0,64.0,SHEPPARD AVE W,165.0,321,,,18.0,85.0
SHEPPARD AVE E,5.0,9.0,,,18.0,71.0,SHEPPARD AVE W,,,500,568A,6.0,27.0
SHEPPARD AVE E,23.0,43.0,,,18.0,72.0,SHEPPARD AVE W,535.0,671,,,6.0,28.0
SHEPPARD AVE E,45.0,215.0,,,18.0,69.0,SHEPPARD AVE W,,,580,836,6.0,26.0
SHEPPARD AVE E,,,80,250.0,18.0,52.0,SHEPPARD AVE W,685.0,1035,844,864,6.0,25.0
SHEPPARD AVE E,219.0,461.0,258,502.0,18.0,50.0,SHEPPARD AVE W,,,866,866,6.0,24.0
SHEPPARD AVE E,,,550,630.0,17.0,70.0,SHEPPARD AVE W,,,868,906,6.0,25.0
SHEPPARD AVE E,567.0,1275.0,,,17.0,73.0,SHEPPARD AVE W,,,908,1050,6.0,22.0
SHEPPARD AVE E,,,640,644.0,17.0,71.0,SHEPPARD AVE W,,,1060,1070,6.0,23.0
SHEPPARD AVE E,,,648B,1240.0,17.0,70.0,SHEPPARD AVE W,,,1100,1300,6.0,20.0
SHEPPARD AVE E,1295.0,1651.0,,,17.0,63.0,SHEPPARD AVE W,1133.0,1377,,,6.0,40.0
SHEPPARD AVE E,,,1650,1650.0,17.0,44.0,SHEPPARD AVE W,1385.0,1655,1400,1450,6.0,53.0
SHEPPARD AVE E,,,1700,1800.0,17.0,37.0,SHEPPARD AVE W,,,1750,1750,7.0,54.0
SHEPPARD AVE E,1751.0,1761.0,,,17.0,58.0,SHEPPARD AVE W,,,1862,1898,7.0,52.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
SHEPPARD AVE W,1865.0,1875,,,6.0,51.0,SHIPLEY RD,1.0,41,4,54.0,2.0,3.0
SHEPPARD AVE W,,,1900.0,1906.0,7.0,51.0,SHIPMAN ST,11.0,21,6,20.0,4.0,10.0
SHEPPARD AVE W,1901.0,1951,,,6.0,50.0,SHIPPIGAN CRES,7.0,7,,,17.0,42.0
SHEPPARD AVE W,,,1960.0,2020.0,7.0,49.0,SHIPPIGAN CRES,9.0,73,12,88.0,17.0,43.0
SHEPPARD AVE W,,,2122.0,2154.0,7.0,50.0,SHIRES LANE,7.0,37,20,20.0,3.0,24.0
SHEPPARD AVE W,2233.0,2355,,,7.0,57.0,SHIRLEY CRES,1.0,37,2,30.0,24.0,54.0
SHEPPARD AVE W,,,2250.0,2356.0,7.0,48.0,SHIRLEY ST,3.0,67,2,58.0,9.0,41.0
SHEPPARD ST,,,12.0,22.0,10.0,27.0,SHOALHAVEN DR,1.0,47,2,58.0,25.0,31.0
SHEPTON WAY,33.0,191,2.0,190.0,22.0,12.0,SHOCKLEY DR,1.0,45,,,1.0,2.0
SHERBOURNE ST,,,28.0,46.0,13.0,88.0,SHOCKLEY DR,,,2,54.0,1.0,3.0
SHERBOURNE ST,33.0,75,,,13.0,79.0,SHOOTFIELD CRES,1.0,79,2,80.0,23.0,31.0
SHERBOURNE ST,85.0,149,56.0,150.0,13.0,70.0,SHORE BREEZE DR,,,20,36.0,3.0,61.0
SHERBOURNE ST,155.0,155,,,13.0,69.0,SHORE BREEZE DR,33.0,33,,,3.0,54.0
SHERBOURNE ST,,,180.0,306.0,13.0,57.0,SHOREDALE DR,27.0,73,44,88.0,24.0,35.0
SHERBOURNE ST,191.0,249,,,13.0,58.0,SHOREHAM CRT,1.0,25,2,2.0,7.0,8.0
SHERBOURNE ST,251.0,251,,,13.0,59.0,SHOREHAM DR,1.0,5,,,7.0,13.0
SHERBOURNE ST,253.0,255,,,13.0,58.0,SHOREHAM DR,,,30,36.0,7.0,8.0
SHERBOURNE ST,257.0,257,,,13.0,59.0,SHOREHAM DR,31.0,33X,,,7.0,10.0
SHERBOURNE ST,259.0,307,,,13.0,58.0,SHOREHAM DR,35.0,35,,,7.0,11.0
SHERBOURNE ST,311.0,339,,,13.0,61.0,SHOREHAM DR,51.0,183,80,164.0,7.0,9.0
SHERBOURNE ST,345.0,345,,,13.0,60.0,SHORELAND CRES,1.0,33,2,34.0,24.0,35.0
SHERBOURNE ST,353.0,355,,,13.0,61.0,SHOREVIEW DR,3.0,71,4,64.0,25.0,53.0
SHERBOURNE ST,377.0,437,,,13.0,30.0,SHORNCLIFFE AVE,1.0,23,4,18.0,12.0,42.0
SHERBOURNE ST,,,380.0,470.0,13.0,33.0,SHORNCLIFFE RD,15.0,25,10,10.0,3.0,23.0
SHERBOURNE ST,439.0,439,,,13.0,32.0,SHORNCLIFFE RD,35.0,135,30,110.0,3.0,33.0
SHERBOURNE ST,467.0,477,,,13.0,30.0,SHORTING RD,41.0,107,50,192.0,23.0,31.0
SHERBOURNE ST,,,490.0,490.0,13.0,17.0,SHORTLAND CRES,1.0,51,2,30.0,2.0,21.0
SHERBOURNE ST,495.0,633,,,13.0,19.0,SHORTRIDGE CRT,3.0,9,4,10.0,7.0,50.0
SHERBOURNE ST,,,500.0,500.0,13.0,18.0,SHORTT ST,1.0,3,30,38.0,8.0,48.0
SHERBOURNE ST,,,520.0,608.0,13.0,20.0,SHOULDICE CRT,1.0,37,2,38.0,15.0,4.0
SHERBOURNE ST N,1.0,35,4.0,40.0,11.0,30.0,SHREWSBURY SQ,3.0,89,2,92.0,22.0,48.0
SHERIDAN AVE,1.0,117,2.0,96.0,9.0,42.0,SHROPSHIRE DR,9.0,135,10,128.0,21.0,23.0
SHERIDAN AVE,,,98.0,124.0,9.0,41.0,SHROPSHIRE DR,145.0,189,146,174.0,21.0,21.0
SHERIDAN AVE,145.0,183,126.0,180.0,9.0,40.0,SHUDELL AVE,1.0,79,2,96.0,14.0,38.0
SHERIDAN AVE,185.0,221,,,9.0,39.0,SHUTER ST,5.0,85,2,90.0,13.0,72.0
SHERIN CRT,1.0,15,2.0,14.0,2.0,7.0,SHUTER ST,95.0,295,,,13.0,70.0
SHERMAN CRT,,,2.0,18.0,6.0,48.0,SHUTER ST,,,96,154.0,13.0,57.0
SHERMOUNT AVE,27.0,27,,,8.0,45.0,SHUTER ST,,,220,300.0,13.0,62.0
SHERRY RD,3.0,3,20.0,76.0,20.0,5.0,SHUTER ST,315.0,469,356,586.0,13.0,63.0
SHERWAY DR,,,140.0,140.0,3.0,88.0,SHUTER ST,485.0,573,,,13.0,66.0
SHERWAY DR,145.0,145,150.0,220.0,3.0,85.0,SIBELIUS LANE,,,2,12.0,11.0,8.0
SHERWAY GARDENS RD,205.0,215,,,3.0,86.0,SIBLEY AVE,1.0,65,10,66.0,19.0,37.0
SHERWAY GARDENS RD,225.0,235,,,3.0,87.0,SIDFORD CRT,1.0,17,6,14.0,4.0,2.0
SHERWOOD AVE,1.0,51,,,21.0,53.0,SIDNEY BELSEY CRES,,,8,400.0,5.0,25.0
SHERWOOD AVE,1.0,137,,,15.0,20.0,SIDNEY BELSEY CRES,37.0,61,,,5.0,50.0
SHERWOOD AVE,,,2.0,50.0,21.0,53.0,SIDNEY BELSEY CRES,333.0,333,,,5.0,25.0
SHERWOOD AVE,,,6.0,130.0,15.0,20.0,SIDNEY ST,3.0,23,16,34.0,12.0,68.0
SHERWOOD AVE,65.0,99,76.0,96.0,21.0,52.0,SIERRA DR,1.0,35,2,40.0,21.0,3.0
SHERWOOD AVE,147.0,187G,140.0,190.0,15.0,21.0,SIFTON CRT,1.0,25,2,26.0,17.0,70.0
SHERWOOD LANE,7.0,13,,,15.0,20.0,SIGHTHILL AVE,33.0,73,30,72.0,11.0,27.0
SHETLAND ST,7.0,19,4.0,12.0,18.0,9.0,SIGMONT RD,3.0,29,2,22.0,2.0,47.0
SHEVA CRT,,,2.0,36.0,20.0,16.0,SIGNAL HILL AVE,21.0,27,2,50.0,1.0,1.0
SHIELDS AVE,3.0,91,12.0,82.0,8.0,63.0,SIGNET DR,51.0,465,50X,470.0,7.0,48.0
SHIER DR,1.0,91,2.0,86.0,24.0,46.0,SILAS HILL DR,1.0,169,8,130.0,17.0,22.0
SHILTON RD,1.0,27,2.0,30.0,23.0,51.0,SILAS HILL DR,,,142,170.0,17.0,39.0
SHILTON RD,37.0,81,36.0,72.0,23.0,27.0,SILBURY DR,1.0,63,2,56.0,23.0,18.0
SHINING STAR CRES,15.0,81,14.0,88.0,5.0,50.0,SILKWOOD CRES,15.0,57,6,58.0,17.0,63.0
SHINLEAF TER,15.0,15,,,17.0,50.0,SILURIAN RD,101.0,105,104,106.0,24.0,22.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
SILVAN CARSEWAY,1.0,7,2.0,8,6.0,13.0,SIR WILLIAM HEARST,87.0,247,200.0,200,6.0,44.0
SILVER AVE,1.0,25,2.0,40,4.0,16.0,AVE,,,,,,
SILVER BIRCH AVE,1.0,187,2.0,182,19.0,63.0,SIR WILLIAMS LANE,1.0,45,26.0,42,2.0,42.0
SILVER BIRCH AVE,193.0,319,188.0,322,19.0,41.0,SIR WILLIAMS LANE,51.0,81,54.0,78,2.0,32.0
SILVER DART DR,,,10.0,5600,1.0,35.0,SIRIUS CRES,3.0,45,4.0,42,23.0,17.0
SILVER MOON DR,,,2.0,38,3.0,61.0,SIROCCO DR,3.0,17,2.0,2,17.0,5.0
